address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
Hilltop Rd,LOS ANGELES,CA,90041,,2170.0,3.0,2.0,123.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135798287_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Townsend Ave,LOS ANGELES,CA,90041,,1132.0,2.0,2.0,81.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/135798288_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Woodrow Ave,LOS ANGELES,CA,90041,,2859.0,4.0,3.0,362.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/135798314_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
410 Kirby St,LOS ANGELES,CA,90042,750000,884.0,2.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/410-Kirby-St-Los-Angeles-CA-90042/20771866_zpid/
149 S Avenue 54 APT 1,LOS ANGELES,CA,90042,474850,1227.0,2.0,3.0,15.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/149-S-Avenue-54-APT-1-Los-Angeles-CA-90042/20761995_zpid/
5136 Stratford Rd,LOS ANGELES,CA,90042,1148000,1996.0,4.0,4.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5136-Stratford-Rd-Los-Angeles-CA-90042/20768528_zpid/
4920 Meridian St,LOS ANGELES,CA,90042,849000,1247.0,2.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/4920-Meridian-St-Los-Angeles-CA-90042/20766385_zpid/
601 San Pascual Ave,LOS ANGELES,CA,90042,780000,1400.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/601-San-Pascual-Ave-Los-Angeles-CA-90042/20859650_zpid/
430 N Avenue 54,LOS ANGELES,CA,90042,789000,1576.0,4.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/430-N-Avenue-54-Los-Angeles-CA-90042/20762740_zpid/
776 Freemont Villas 35,Los Angeles,CA,90042,730000,1606.0,3.0,4.0,,Townhouse for sale,http://www.zillow.com/homes/for_sale//homedetails/776-Freemont-Villas-35-Los-Angeles-CA-90042/2086413723_zpid/
710 N Avenue 50,LOS ANGELES,CA,90042,675000,1080.0,3.0,1.0,1.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/710-N-Avenue-50-Los-Angeles-CA-90042/20763351_zpid/
5127 Irvington Ter,LOS ANGELES,CA,90042,995000,2356.0,4.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/5127-Irvington-Ter-Los-Angeles-CA-90042/20767516_zpid/
898 Temple Ter UNIT 325,LOS ANGELES,CA,90042,435000,924.0,2.0,1.0,7.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/898-Temple-Ter-UNIT-325-Los-Angeles-CA-90042/20686838_zpid/
5036 E Echo St APT 24,Los Angeles,CA,90042,399000,992.0,1.0,2.0,16.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/5036-E-Echo-St-APT-24-Los-Angeles-CA-90042/2086448311_zpid/
1437 N Avenue 57,Los Angeles,CA,90042,1499999,2400.0,3.0,3.0,15.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1437-N-Avenue-57-Los-Angeles-CA-90042/248764983_zpid/
6030 Hillandale Dr,LOS ANGELES,CA,90042,850000,1812.0,4.0,255.0,4.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/6030-Hillandale-Dr-Los-Angeles-CA-90042/20771433_zpid/
431 Marie Ave,LOS ANGELES,CA,90042,769000,1200.0,3.0,2.0,1.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/431-Marie-Ave-Los-Angeles-CA-90042/20771824_zpid/
5830 Benner St APT 207,LOS ANGELES,CA,90042,395000,753.0,2.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/5830-Benner-St-APT-207-Los-Angeles-CA-90042/20772311_zpid/
6228 Bertha St,LOS ANGELES,CA,90042,599000,1122.0,2.0,1.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/6228-Bertha-St-Los-Angeles-CA-90042/20772607_zpid/
964 Adelante Ave,LOS ANGELES,CA,90042,898888,1804.0,4.0,3.0,2.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/964-Adelante-Ave-Los-Angeles-CA-90042/20859463_zpid/
5904 York Blvd,LOS ANGELES,CA,90042,888000,1576.0,4.0,2.0,,Coming soon,http://www.zillow.com/homes/for_sale//homedetails/5904-York-Blvd-Los-Angeles-CA-90042/20770384_zpid/
1075 Milwaukee Ave,LOS ANGELES,CA,90042,649000,707.0,2.0,1.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1075-Milwaukee-Ave-Los-Angeles-CA-90042/20771313_zpid/
6891 Pollard St,Highland Park,CA,90042,867555,1913.0,3.0,4.0,65.0,New construction,http://www.zillow.com/homes/for_sale//homedetails/6891-Pollard-St-Highland-Park-CA-90042/2086935505_zpid/
6130 Hillandale Dr,LOS ANGELES,CA,90042,689900,825.0,3.0,1.0,70.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/6130-Hillandale-Dr-Los-Angeles-CA-90042/20769983_zpid/
4811 Buchanan St,LOS ANGELES,CA,90042,1095000,1700.0,3.0,2.0,2.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/4811-Buchanan-St-Los-Angeles-CA-90042/20766569_zpid/
310 Neva Pl,Los Angeles,CA,90042,1198000,1634.0,4.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/310-Neva-Pl-Los-Angeles-CA-90042/2092171151_zpid/
317 S Avenue 57,LOS ANGELES,CA,90042,789000,1855.0,3.0,4.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/317-S-Avenue-57-Los-Angeles-CA-90042/20772230_zpid/
4239 Via Arbolada UNIT 214,LOS ANGELES,CA,90042,458000,1023.0,2.0,2.0,12.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/4239-Via-Arbolada-UNIT-214-Los-Angeles-CA-90042/20688090_zpid/
4275 Via Arbolada UNIT 101,LOS ANGELES,CA,90042,649000,1551.0,3.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/4275-Via-Arbolada-UNIT-101-Los-Angeles-CA-90042/20687609_zpid/
500 N Avenue 65,LOS ANGELES,CA,90042,1099000,2217.0,4.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/500-N-Avenue-65-Los-Angeles-CA-90042/20773069_zpid/
5043 Meridian St,LOS ANGELES,CA,90042,768000,1456.0,3.0,2.0,38.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5043-Meridian-St-Los-Angeles-CA-90042/20766344_zpid/
6527 Elgin St,LOS ANGELES,CA,90042,749000,1483.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/6527-Elgin-St-Los-Angeles-CA-90042/20773066_zpid/
580 Terrill Ave,LOS ANGELES,CA,90042,925000,1900.0,4.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/580-Terrill-Ave-Los-Angeles-CA-90042/20687095_zpid/
1017 N Avenue 50,LOS ANGELES,CA,90042,740000,1503.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1017-N-Avenue-50-Los-Angeles-CA-90042/20766849_zpid/
703 Bridewell St # RV3FPK,Los Angeles,CA,90042,963538,2460.0,3.0,4.0,1.0,New construction,"http://www.zillow.com/homes/for_sale/2089085728_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6121 Monte Vista St,LOS ANGELES,CA,90042,999999,1528.0,3.0,2.0,17.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/6121-Monte-Vista-St-Los-Angeles-CA-90042/20770594_zpid/
404 Redfield Ave,LOS ANGELES,CA,90042,549000,660.0,2.0,1.0,122.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/404-Redfield-Ave-Los-Angeles-CA-90042/20686874_zpid/
4930 San Rafael Ave,LOS ANGELES,CA,90042,,1956.0,4.0,,147.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/4930-San-Rafael-Ave-Los-Angeles-CA-90042/20763318_zpid/
842 N Avenue 51,LOS ANGELES,CA,90042,581000,899.0,3.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/842-N-Avenue-51-Los-Angeles-CA-90042/20767545_zpid/
5908 1/2 Fayette St,Los Angeles,CA,90042,305906,580.0,1.0,1.0,266.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5908-1-2-Fayette-St-Los-Angeles-CA-90042/20770296_zpid/
5109 Echo St # 4DV9R1,Highland Park,CA,90042,849900,1968.0,3.0,4.0,,New construction,"http://www.zillow.com/homes/for_sale/2090588612_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
555 Coleman Ave,LOS ANGELES,CA,90042,635000,998.0,3.0,1.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/555-Coleman-Ave-Los-Angeles-CA-90042/20686973_zpid/
308 Neva Pl,LOS ANGELES,CA,90042,1198000,1634.0,4.0,3.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/308-Neva-Pl-Los-Angeles-CA-90042/20770241_zpid/
824 Milwaukee Ave,LOS ANGELES,CA,90042,605000,832.0,2.0,1.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/824-Milwaukee-Ave-Los-Angeles-CA-90042/20770175_zpid/
743 S Avenue 60,LOS ANGELES,CA,90042,745000,950.0,3.0,1.0,50.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/743-S-Avenue-60-Los-Angeles-CA-90042/20692888_zpid/
313 S Avenue 57,Los Angeles,CA,90042,838000,1931.0,3.0,4.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/313-S-Avenue-57-Los-Angeles-CA-90042/2088674535_zpid/
703 Bridewell St # SHMC1I,Los Angeles,CA,90042,867555,1889.0,3.0,4.0,6.0,New construction,"http://www.zillow.com/homes/for_sale/2089085727_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
632 S Avenue 60,LOS ANGELES,CA,90042,999000,1917.0,3.0,4.0,84.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/632-S-Avenue-60-Los-Angeles-CA-90042/20692692_zpid/
4280 Via Arbolada UNIT 313,Los Angeles,CA,90042,399000,795.0,1.0,1.0,214.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/4280-Via-Arbolada-UNIT-313-Los-Angeles-CA-90042/20688359_zpid/
829 Cooper Ave,LOS ANGELES,CA,90042,1199000,2457.0,5.0,3.0,75.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/829-Cooper-Ave-Los-Angeles-CA-90042/20859334_zpid/
6173 Piedmont Ave,LOS ANGELES,CA,90042,699000,960.0,3.0,3.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/6173-Piedmont-Ave-Los-Angeles-CA-90042/20770753_zpid/
4210 Via Arbolada UNIT 321,LOS ANGELES,CA,90042,460000,1075.0,2.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/4210-Via-Arbolada-UNIT-321-Los-Angeles-CA-90042/20687453_zpid/
711 N Avenue 51,LOS ANGELES,CA,90042,775000,1017.0,3.0,1.0,21.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/711-N-Avenue-51-Los-Angeles-CA-90042/20762328_zpid/
5110 Raphael St,LOS ANGELES,CA,90042,789900,1272.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5110-Raphael-St-Los-Angeles-CA-90042/20762417_zpid/
4836 York Blvd,LOS ANGELES,CA,90042,1000000,952.0,2.0,1.0,27.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/4836-York-Blvd-Los-Angeles-CA-90042/20766517_zpid/
5621 Raber St,Los Angeles,CA,90042,1375000,1944.0,3.0,4.0,88.0,New construction,http://www.zillow.com/homes/for_sale//homedetails/5621-Raber-St-Los-Angeles-CA-90042/2087217067_zpid/
234 Chestnut Ave,LOS ANGELES,CA,90042,664000,928.0,2.0,1.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/234-Chestnut-Ave-Los-Angeles-CA-90042/20773237_zpid/
4080 Via Marisol APT 335,LOS ANGELES,CA,90042,444888,920.0,2.0,1.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/4080-Via-Marisol-APT-335-Los-Angeles-CA-90042/20687897_zpid/
6724 Hough St,LOS ANGELES,CA,90042,999900,1980.0,4.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/6724-Hough-St-Los-Angeles-CA-90042/20773324_zpid/
5244 Baltimore St,LOS ANGELES,CA,90042,829000,1515.0,2.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5244-Baltimore-St-Los-Angeles-CA-90042/20767555_zpid/
5700 Monterey Rd,LOS ANGELES,CA,90042,699000,1237.0,2.0,1.0,62.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5700-Monterey-Rd-Los-Angeles-CA-90042/20686965_zpid/
811 Bridewell St,LOS ANGELES,CA,90042,1400000,1371.0,2.0,1.0,20.0,For sale by owner,http://www.zillow.com/homes/for_sale//homedetails/811-Bridewell-St-Los-Angeles-CA-90042/20773367_zpid/
406 Kirby St,Los Angeles,CA,90042,150000,5061.0,,,8.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/406-Kirby-St-Los-Angeles-CA-90042/95560734_zpid/
5908 Fayette St,LOS ANGELES,CA,90042,799906,2556.0,8.0,4.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/5908-Fayette-St-Los-Angeles-CA-90042/20770297_zpid/
5261 Raber St,Los Angeles,CA,90042,1199000,1944.0,3.0,4.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5261-Raber-St-Los-Angeles-CA-90042/95616827_zpid/
129 S Beech Ln,Los Angeles,CA,90042,849900,1982.0,3.0,4.0,,New construction,http://www.zillow.com/homes/for_sale//homedetails/129-S-Beech-Ln-Los-Angeles-CA-90042/250347223_zpid/
1332 Armadale Ave,LOS ANGELES,CA,90042,799888,1400.0,3.0,2.0,327.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1332-Armadale-Ave-Los-Angeles-CA-90042/20766698_zpid/
5041 Range View Ave,LOS ANGELES,CA,90042,949500,1500.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5041-Range-View-Ave-Los-Angeles-CA-90042/20766237_zpid/
516 Neva Pl,LOS ANGELES,CA,90042,745000,1143.0,2.0,1.0,156.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/516-Neva-Pl-Los-Angeles-CA-90042/20771751_zpid/
230 S Avenue 60,LOS ANGELES,CA,90042,1290000,2990.0,4.0,4.0,11.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/230-S-Avenue-60-Los-Angeles-CA-90042/20772497_zpid/
6261 Church St,LOS ANGELES,CA,90042,900000,1562.0,3.0,2.0,313.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/6261-Church-St-Los-Angeles-CA-90042/20769835_zpid/
1414 Eaton Ter,Los Angeles,CA,90042,1199000,2072.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1414-Eaton-Ter-Los-Angeles-CA-90042/250223469_zpid/
5701 Baltimore St,LOS ANGELES,CA,90042,779800,1843.0,4.0,2.0,1263.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/5701-Baltimore-St-Los-Angeles-CA-90042/20770341_zpid/
5109 Echo St # J2FDXV,Highland Park,CA,90042,970000,2055.0,3.0,4.0,,New construction,"http://www.zillow.com/homes/for_sale/2089598353_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
249 S Avenue 55,Highland Park,CA,90042,10500000,24722.0,45.0,40.0,185.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/249-S-Avenue-55-Highland-Park-CA-90042/2098426004_zpid/
4040 Via Marisol APT 219,LOS ANGELES,CA,90042,475000,1100.0,2.0,2.0,198.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/4040-Via-Marisol-APT-219-Los-Angeles-CA-90042/20687845_zpid/
129 S Cessna Ln,Los Angeles,CA,90042,899900,1962.0,3.0,4.0,,New construction,http://www.zillow.com/homes/for_sale//homedetails/129-S-Cessna-Ln-Los-Angeles-CA-90042/250346703_zpid/
4000 Via Marisol APT 202,LOS ANGELES,CA,90042,599000,1495.0,2.0,2.0,164.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/4000-Via-Marisol-APT-202-Los-Angeles-CA-90042/20687833_zpid/
921 N Avenue 54,LOS ANGELES,CA,90042,1100000,3000.0,6.0,3.0,36.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/921-N-Avenue-54-Los-Angeles-CA-90042/20767626_zpid/
707 Bridewell St,LOS ANGELES,CA,90042,963538,2439.0,3.0,4.0,65.0,New construction,http://www.zillow.com/homes/for_sale//homedetails/707-Bridewell-St-Los-Angeles-CA-90042/95594716_zpid/
5904 Great Oak Cir,LOS ANGELES,CA,90042,3500000,1855.0,3.0,2.0,217.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5904-Great-Oak-Cir-Los-Angeles-CA-90042/63091886_zpid/
4716 Lincoln Ave,LOS ANGELES,CA,90042,789900,955.0,2.0,1.75,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/4716-Lincoln-Ave-Los-Angeles-CA-90042/20765175_zpid/
5509 Tehama St,LOS ANGELES,CA,90042,899000,1074.0,3.0,1.0,87.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5509-Tehama-St-Los-Angeles-CA-90042/20770872_zpid/
5140 Miriam St,LOS ANGELES,CA,90042,850000,1255.0,3.0,2.0,127.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/5140-Miriam-St-Los-Angeles-CA-90042/20762369_zpid/
6201 Strickland Ave,LOS ANGELES,CA,90042,1250000,2974.0,6.0,3.0,175.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/6201-Strickland-Ave-Los-Angeles-CA-90042/20769507_zpid/
6034 Crestwood Way,Los Angeles,CA,90042,1525000,4072.0,8.0,8.0,115.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/6034-Crestwood-Way-Los-Angeles-CA-90042/2123608628_zpid/
1421 Highgate Ave,Highland Park,CA,90042,299000,9413.0,,,3.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/1421-Highgate-Ave-Highland-Park-CA-90042/2086259765_zpid/
5233 Stratford Rd,LOS ANGELES,CA,90042,1745000,2568.0,6.0,4.0,246.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/5233-Stratford-Rd-Los-Angeles-CA-90042/20768197_zpid/
6413 6415 Pollard St,Highland Park,CA,90042,3795000,7652.0,5.0,6.0,59.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/6413-6415-Pollard-St-Highland-Park-CA-90042/2086898131_zpid/
5239 Granada St,LOS ANGELES,CA,90042,299000,5754.0,,,58.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/5239-Granada-St-Los-Angeles-CA-90042/20762806_zpid/
5053 E Echo St,Highland Park,CA,90042,970000,2055.0,3.0,4.0,,New construction,http://www.zillow.com/homes/for_sale//homedetails/5053-E-Echo-St-Highland-Park-CA-90042/2087635962_zpid/
116 S Avenue 64,LOS ANGELES,CA,90042,2488000,4371.0,0.0,,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/116-S-Avenue-64-Los-Angeles-CA-90042/119678122_zpid/
900 Dexter St,LOS ANGELES,CA,90042,899000,1056.0,3.0,1.0,175.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/900-Dexter-St-Los-Angeles-CA-90042/20767002_zpid/
5427 Baltimore St,LOS ANGELES,CA,90042,1199900,3648.0,9.0,4.0,123.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/5427-Baltimore-St-Los-Angeles-CA-90042/20767400_zpid/
5756 Aldama St APT 4,Highland Park,CA,90042,1299900,3588.0,6.0,4.0,86.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/5756-Aldama-St-APT-4-Highland-Park-CA-90042/2087176247_zpid/
1640 N Begonia Ave,Highland Park,CA,90042,195000,6969.0,,,5.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/1640-N-Begonia-Ave-Highland-Park-CA-90042/2086281491_zpid/
1123 N Avenue 56,LOS ANGELES,CA,90042,988800,1075.0,0.0,,142.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1123-N-Avenue-56-Los-Angeles-CA-90042/20767697_zpid/
1900 Phillips Way,LOS ANGELES,CA,90042,1799000,1610.0,3.0,3.0,309.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1900-Phillips-Way-Los-Angeles-CA-90042/20768251_zpid/
6307 Elgin St,Los Angeles,CA,90042,1550000,5030.0,11.0,7.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/6307-Elgin-St-Los-Angeles-CA-90042/2090286399_zpid/
1412 1414 & 1414 1/2 Mount Pleasant St,Los Angeles,CA,90042,899950,1854.0,4.0,,133.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1412-1414-1414-1-2-Mount-Pleasant-St-Los-Angeles-CA-90042/2087806850_zpid/
1984 N Avenue 52,Los Angeles,CA,90042,200000,5048.0,,,230.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/1984-N-Avenue-52-Los-Angeles-CA-90042/95527898_zpid/
0 Marie Ave,Los Angeles,CA,90042,399000,7971.0,,,88.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/0-Marie-Ave-Los-Angeles-CA-90042/2087207376_zpid/
Buena Vista Ter,Los angeles,CA,90042,,,0.0,,228.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250225233_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
0 Furness,Mount Washington,CA,90042,75000,3332.0,,,112.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/0-Furness-Mount-Washington-CA-90042/2087553584_zpid/
Buena Vista Ter,Los Angeles,CA,90042,,,0.0,,304.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/246932620_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
0 Marie Ave,Los Angeles (City),CA,90042,399000,,,,87.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/0-Marie-Ave-Los-Angeles-(city)-CA-90042/2087198005_zpid/
0 Tipton Way,Highland Park,CA,90042,249950,7108.0,,,255.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/0-Tipton-Way-Highland-Park-CA-90042/2089538355_zpid/
Stratford Rd,LOS ANGELES,CA,90042,,1067.0,2.0,1.0,113.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250314809_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Avenue 54,LOS ANGELES,CA,90042,,637.0,2.0,1.0,116.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250198623_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Avenue 52,LOS ANGELES,CA,90042,,1349.0,2.0,1.0,143.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249967047_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Temple Ter UNIT 108,LOS ANGELES,CA,90042,,945.0,2.0,2.0,149.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/249964895_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Campus Rd,LOS ANGELES,CA,90042,,1237.0,3.0,2.0,215.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248998562_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Burwood Ave,LOS ANGELES,CA,90042,,666.0,2.0,1.0,229.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248703923_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Armadale Ave,LOS ANGELES,CA,90042,,1008.0,2.0,1.0,228.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248691762_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Avenue 55,LOS ANGELES,CA,90042,,,,,247.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248450175_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
San Rafael Ave,LOS ANGELES,CA,90042,,1956.0,4.0,2.0,138.0,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/San-Rafael-Ave-Los-Angeles-CA-90042/248029718_zpid/
Via Colina,LOS ANGELES,CA,90042,,1036.0,2.0,2.0,275.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/247561327_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Hillandale Dr,LOS ANGELES,CA,90042,,1269.0,2.0,1.0,290.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/247359479_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
San Pascual Ave,LOS ANGELES,CA,90042,,1298.0,2.0,1.0,310.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/246329362_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
