address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
889 Francisco St UNIT 1711,Los Angeles,CA,90017,799000,903.0,1.0,2.0,2.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-1711-Los-Angeles-CA-90017/250346601_zpid/
1100 Wilshire Blvd APT 2008,Los Angeles,CA,90017,533000,820.0,1.0,1.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1100-Wilshire-Blvd-APT-2008-Los-Angeles-CA-90017/248704121_zpid/
889 Francisco St UNIT 702,Los Angeles,CA,90017,858000,740.0,1.0,1.0,2.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-702-Los-Angeles-CA-90017/250346103_zpid/
889 Francisco St UNIT 1707,Los Angeles,CA,90017,559000,526.0,0.0,1.0,4.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-1707-Los-Angeles-CA-90017/250347091_zpid/
801 S Grand Ave APT 2205,LOS ANGELES,CA,90017,1100000,1580.0,2.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/801-S-Grand-Ave-APT-2205-Los-Angeles-CA-90017/67420717_zpid/
630 W 6th St APT 505,LOS ANGELES,CA,90017,695000,1180.0,2.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/630-W-6th-St-APT-505-Los-Angeles-CA-90017/79800076_zpid/
877 Francisco Street Residence # 726,Los Angeles,CA,90017,634000,529.0,1.0,1.0,,New construction,http://www.zillow.com/homes/for_sale//homedetails/877-Francisco-Street-Residence-726-Los-Angeles-CA-90017/2087251313_zpid/
877 Francisco St # QSG2SL,Los Angeles,CA,90017,627000,482.0,,1.0,,New construction,"http://www.zillow.com/homes/for_sale/2088562030_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
889 Francisco St UNIT 2610,Los Angeles,CA,90017,754557,760.0,1.0,1.0,4.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-2610-Los-Angeles-CA-90017/250347059_zpid/
1100 Wilshire Blvd APT 2001,Los Angeles,CA,90017,520000,670.0,0.0,1.0,7.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1100-Wilshire-Blvd-APT-2001-Los-Angeles-CA-90017/248704114_zpid/
877 Francisco St # PQVJDC,Los Angeles,CA,90017,1504082,1182.0,2.0,2.0,,New construction,"http://www.zillow.com/homes/for_sale/2088562027_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
877 Francisco Street Residence # 4111,Los Angeles,CA,90017,2092000,1309.0,2.0,2.0,,New construction,http://www.zillow.com/homes/for_sale//homedetails/877-Francisco-Street-Residence-4111-Los-Angeles-CA-90017/2088562023_zpid/
1234 Wilshire Blvd APT 326,LOS ANGELES,CA,90017,515000,690.0,1.0,1.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1234-Wilshire-Blvd-APT-326-Los-Angeles-CA-90017/72107582_zpid/
877 Francisco St # F5C7X0,Los Angeles,CA,90017,1370000,1309.0,2.0,2.0,,New construction,"http://www.zillow.com/homes/for_sale/2088562028_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
801 S Grand Ave APT 1803,LOS ANGELES,CA,90017,924500,1320.0,2.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/801-S-Grand-Ave-APT-1803-Los-Angeles-CA-90017/67420667_zpid/
1100 Wilshire Blvd APT 2209,Los Angeles,CA,90017,529900,750.0,1.0,1.0,78.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1100-Wilshire-Blvd-APT-2209-Los-Angeles-CA-90017/248704146_zpid/
1100 Wilshire Blvd APT 2301,Los Angeles,CA,90017,499000,670.0,0.0,1.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1100-Wilshire-Blvd-APT-2301-Los-Angeles-CA-90017/248704150_zpid/
877 Francisco St # J19WJX,Los Angeles,CA,90017,1599000,1431.0,2.0,2.5,,New construction,"http://www.zillow.com/homes/for_sale/2088562029_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
889 Francisco St UNIT 1209,Los Angeles,CA,90017,1000000,1053.0,1.0,1.5,90.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-1209-Los-Angeles-CA-90017/244500836_zpid/
655 S Hope St UNIT 1607,Los Angeles,CA,90017,715000,1012.0,2.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/655-S-Hope-St-UNIT-1607-Los-Angeles-CA-90017/2087533640_zpid/
877 Francisco St # MY4MGL,Los Angeles,CA,90017,634000,529.0,,1.0,,New construction,"http://www.zillow.com/homes/for_sale/2087251314_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
877 Francisco Street Residence # 2209,Los Angeles,CA,90017,1599000,1431.0,2.0,2.5,,New construction,http://www.zillow.com/homes/for_sale//homedetails/877-Francisco-Street-Residence-2209-Los-Angeles-CA-90017/2088562019_zpid/
630 W 6th St APT 205,LOS ANGELES,CA,90017,719000,1180.0,2.0,2.0,170.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/630-W-6th-St-APT-205-Los-Angeles-CA-90017/82873923_zpid/
630 W 6th St APT 313,LOS ANGELES,CA,90017,455500,530.0,1.0,1.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/630-W-6th-St-APT-313-Los-Angeles-CA-90017/72507242_zpid/
877 Francisco St # 1FR8L2,Los Angeles,CA,90017,2092000,1309.0,2.0,2.0,,New construction,"http://www.zillow.com/homes/for_sale/2087267079_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
889 Francisco St UNIT 3806,Los Angeles,CA,90017,2228888,1720.0,2.0,3.0,271.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-3806-Los-Angeles-CA-90017/244500530_zpid/
1100 Wilshire Blvd APT 1705,Los Angeles,CA,90017,1950000,1670.0,2.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1100-Wilshire-Blvd-APT-1705-Los-Angeles-CA-90017/248704085_zpid/
889 Francisco St # 3703,Los Angeles,CA,90017,1275000,977.0,1.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-3703-Los-Angeles-CA-90017/250346249_zpid/
1100 Wilshire Blvd APT 2404,Los Angeles,CA,90017,540000,860.0,1.0,1.0,207.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1100-Wilshire-Blvd-APT-2404-Los-Angeles-CA-90017/248704165_zpid/
801 S Grand Ave APT 2002,LOS ANGELES,CA,90017,1080000,1360.0,2.0,2.0,85.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/801-S-Grand-Ave-APT-2002-Los-Angeles-CA-90017/67420690_zpid/
877 Francisco St APT 4111,Los Angeles,CA,90017,2092000,1309.0,2.0,2.0,93.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/877-Francisco-St-APT-4111-Los-Angeles-CA-90017/2087272241_zpid/
801 S Grand Ave APT 2103,LOS ANGELES,CA,90017,920000,1320.0,2.0,2.0,161.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/801-S-Grand-Ave-APT-2103-Los-Angeles-CA-90017/67420703_zpid/
889 Francisco St UNIT 1703,Los Angeles,CA,90017,1090000,977.0,1.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-1703-Los-Angeles-CA-90017/244500448_zpid/
877 Francisco St # F0ANL7,Los Angeles,CA,90017,940000,904.0,1.0,1.5,,New construction,"http://www.zillow.com/homes/for_sale/2088247811_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
877 Francisco St # VMZFNS,Los Angeles,CA,90017,1087000,973.0,1.0,1.5,,New construction,"http://www.zillow.com/homes/for_sale/2088562026_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
877 Francisco St # KXYVUB,Los Angeles,CA,90017,1055000,904.0,1.0,1.5,,New construction,"http://www.zillow.com/homes/for_sale/2087267078_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
877 Francisco St APT 2209,Los Angeles,CA,90017,1599000,1431.0,2.0,3.0,93.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/877-Francisco-St-APT-2209-Los-Angeles-CA-90017/2087272398_zpid/
889 Francisco St UNIT 810,Los Angeles,CA,90017,749000,750.0,1.0,1.0,24.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-810-Los-Angeles-CA-90017/244500104_zpid/
877 Francisco St # 4ERCQ4,Los Angeles,CA,90017,820000,709.0,1.0,1.0,,New construction,"http://www.zillow.com/homes/for_sale/2088247814_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
877 Francisco Street Residence # 4210,Los Angeles,CA,90017,1137000,815.0,1.0,1.0,,New construction,http://www.zillow.com/homes/for_sale//homedetails/877-Francisco-Street-Residence-4210-Los-Angeles-CA-90017/2088300115_zpid/
877 Francisco St # 78FAWI,Los Angeles,CA,90017,893700,865.0,1.0,1.0,,New construction,"http://www.zillow.com/homes/for_sale/2088247813_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1100 Wilshire Blvd APT 2711,Los Angeles,CA,90017,975000,1140.0,2.0,1.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1100-Wilshire-Blvd-APT-2711-Los-Angeles-CA-90017/248704208_zpid/
889 Francisco St # 2401,Los Angeles,CA,90017,888888,843.0,1.0,2.0,21.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-2401-Los-Angeles-CA-90017/247682248_zpid/
889 Francisco St UNIT 2708,Los Angeles,CA,90017,1599999,1365.0,2.0,2.0,123.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-2708-Los-Angeles-CA-90017/244500273_zpid/
877 Francisco St # NV267R,Los Angeles,CA,90017,1137000,815.0,1.0,1.0,,New construction,"http://www.zillow.com/homes/for_sale/2088247812_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1234 Wilshire Blvd APT 435,LOS ANGELES,CA,90017,620000,1130.0,1.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/1234-Wilshire-Blvd-APT-435-Los-Angeles-CA-90017/72097006_zpid/
889 Francisco St UNIT 2603,Los Angeles,CA,90017,1050000,977.0,1.0,2.0,140.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-2603-Los-Angeles-CA-90017/2094224039_zpid/
877 Francisco Street Residence # 1612,Los Angeles,CA,90017,1055000,904.0,1.0,1.5,,New construction,http://www.zillow.com/homes/for_sale//homedetails/877-Francisco-Street-Residence-1612-Los-Angeles-CA-90017/2087267076_zpid/
877 Francisco St # TM40Z4,Los Angeles,CA,90017,1014000,852.0,1.0,1.0,,New construction,"http://www.zillow.com/homes/for_sale/2088562025_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
889 Francisco St,Los Angeles,CA,90017,1200000,1025.0,1.0,1.5,134.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-Los-Angeles-CA-90017/2094401393_zpid/
425 S Union Ave,LOS ANGELES,CA,90017,2100000,696.0,5.0,5.0,196.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/425-S-Union-Ave-Los-Angeles-CA-90017/82883112_zpid/
889 Francisco St UNIT 2109,Los Angeles,CA,90017,1200000,1025.0,1.0,1.5,135.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-2109-Los-Angeles-CA-90017/244500665_zpid/
1100 Wilshire Blvd APT 2811,Los Angeles,CA,90017,964000,1280.0,2.0,2.0,291.0,Make me move®,http://www.zillow.com/homes/for_sale//homedetails/1100-Wilshire-Blvd-APT-2811-Los-Angeles-CA-90017/2090170889_zpid/
889 Francisco St UNIT 2807,Los Angeles,CA,90017,690000,526.0,0.0,1.0,84.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-2807-Los-Angeles-CA-90017/244500813_zpid/
889 Francisco St UNIT 1001,Los Angeles,CA,90017,1050000,950.0,1.0,2.0,80.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-1001-Los-Angeles-CA-90017/250345992_zpid/
877 Francisco St APT 726,Los Angeles,CA,90017,634000,529.0,0.0,1.0,93.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/877-Francisco-St-APT-726-Los-Angeles-CA-90017/2087274237_zpid/
889 Francisco St UNIT 801,Los Angeles,CA,90017,838000,843.0,1.0,2.0,107.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-801-Los-Angeles-CA-90017/244501001_zpid/
877 Francisco St APT 1612,Los Angeles,CA,90017,1055000,904.0,1.0,2.0,93.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/877-Francisco-St-APT-1612-Los-Angeles-CA-90017/2087272782_zpid/
877 Francisco St APT 4210,Los Angeles,CA,90017,1137000,815.0,1.0,1.0,93.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/877-Francisco-St-APT-4210-Los-Angeles-CA-90017/2087272500_zpid/
889 Francisco St UNIT 1903,Los Angeles,CA,90017,1150000,977.0,1.0,2.0,123.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-1903-Los-Angeles-CA-90017/2087697368_zpid/
889 Francisco St UNIT 2010,Los Angeles,CA,90017,825000,750.0,1.0,1.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-2010-Los-Angeles-CA-90017/244500014_zpid/
877 Francisco St # 1001,Los Angeles,CA,90017,940000,904.0,1.0,2.0,178.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/877-Francisco-St-1001-Los-Angeles-CA-90017/2088404312_zpid/
889 Francisco St UNIT 702,Los Angeles,CA,90017,858000,740.0,1.0,1.0,101.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/889-Francisco-St-UNIT-702-Los-Angeles-CA-90017/2087425696_zpid/
Columbia Ave,LOS ANGELES,CA,90017,,2803.0,5.0,2.0,130.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/135555218_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 6th St APT 216,Los Angeles,CA,90017,,690.0,1.0,1.0,46.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250452953_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Wilshire Blvd APT 602,LOS ANGELES,CA,90017,,1140.0,2.0,2.0,257.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/248029674_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2915 S Bronson Ave,Los Angeles,CA,90018,1249000,1960.0,3.0,4.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2915-S-Bronson-Ave-Los-Angeles-CA-90018/2086730073_zpid/
3021 10th Ave,LOS ANGELES,CA,90018,1199000,2085.0,3.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/3021-10th-Ave-Los-Angeles-CA-90018/20590651_zpid/
2356 W 29th Pl,LOS ANGELES,CA,90018,775000,1222.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2356-W-29th-Pl-Los-Angeles-CA-90018/111916567_zpid/
2404 7th Ave,LOS ANGELES,CA,90018,699000,1872.0,3.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2404-7th-Ave-Los-Angeles-CA-90018/20595056_zpid/
3529 S Saint Andrews Pl,Los Angeles,CA,90018,575000,1360.0,3.0,3.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/3529-S-Saint-Andrews-Pl-Los-Angeles-CA-90018/82584456_zpid/
2709 Rodeo Rd,LOS ANGELES,CA,90018,849000,1686.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2709-Rodeo-Rd-Los-Angeles-CA-90018/20585783_zpid/
2085 W 29th St,LOS ANGELES,CA,90018,719900,1276.0,3.0,2.0,14.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2085-W-29th-St-Los-Angeles-CA-90018/20591580_zpid/
2253 W 30th St,LOS ANGELES,CA,90018,980000,2217.0,5.0,5.0,100.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2253-W-30th-St-Los-Angeles-CA-90018/20591255_zpid/
3003 S Norton Ave,LOS ANGELES,CA,90018,640000,1316.0,3.0,1.0,113.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/3003-S-Norton-Ave-Los-Angeles-CA-90018/20590555_zpid/
2035 W 29th Pl,LOS ANGELES,CA,90018,775000,1584.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2035-W-29th-Pl-Los-Angeles-CA-90018/20591630_zpid/
2965 Arlington Ave,LOS ANGELES,CA,90018,879000,2562.0,6.0,6.0,55.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2965-Arlington-Ave-Los-Angeles-CA-90018/20590946_zpid/
3685 4th Ave,LOS ANGELES,CA,90018,849900,2169.0,5.0,4.0,212.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/3685-4th-Ave-Los-Angeles-CA-90018/20586030_zpid/
2815 6th Ave,LOS ANGELES,CA,90018,799000,1488.0,3.0,2.0,105.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2815-6th-Ave-Los-Angeles-CA-90018/20590281_zpid/
2419 W 30th St,LOS ANGELES,CA,90018,565900,959.0,2.0,1.0,147.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2419-W-30th-St-Los-Angeles-CA-90018/20590807_zpid/
4014 W Adams Blvd # 2,Los Angeles,CA,90018,839000,2892.0,4.0,2.0,35.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/4014-W-Adams-Blvd-2-Los-Angeles-CA-90018/2086611838_zpid/
2941 12th Ave,LOS ANGELES,CA,90018,1249000,1822.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2941-12th-Ave-Los-Angeles-CA-90018/20590486_zpid/
1317 Exposition Blvd,LOS ANGELES,CA,90018,515000,1520.0,4.0,2.0,169.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1317-Exposition-Blvd-Los-Angeles-CA-90018/20583782_zpid/
3563 S Gramercy Pl,LOS ANGELES,CA,90018,749000,1564.0,2.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/3563-S-Gramercy-Pl-Los-Angeles-CA-90018/20584637_zpid/
1712 W 24th St,LOS ANGELES,CA,90018,725000,2104.0,4.0,4.0,91.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1712-W-24th-St-Los-Angeles-CA-90018/20594864_zpid/
2209 S Congress Ave,LOS ANGELES,CA,90018,650000,2134.0,4.0,4.0,17.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2209-S-Congress-Ave-Los-Angeles-CA-90018/20594817_zpid/
2134 W 29th St,LOS ANGELES,CA,90018,694900,1500.0,3.0,1.0,85.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2134-W-29th-St-Los-Angeles-CA-90018/20591448_zpid/
2345 W 23rd St,LOS ANGELES,CA,90018,747000,2204.0,3.0,2.0,141.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/2345-W-23rd-St-Los-Angeles-CA-90018/20594546_zpid/
1706 Exposition Blvd,LOS ANGELES,CA,90018,559000,1200.0,2.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1706-Exposition-Blvd-Los-Angeles-CA-90018/20581129_zpid/
3775 2nd Ave,LOS ANGELES,CA,90018,800000,1560.0,5.0,3.0,15.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/3775-2nd-Ave-Los-Angeles-CA-90018/48135569_zpid/
2008 2012 W 28th St # 2803,Los Angeles,CA,90018,715000,2956.0,4.0,4.0,15.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/2008-2012-W-28th-St-2803-Los-Angeles-CA-90018/2088633941_zpid/
2337 W 31st St,LOS ANGELES,CA,90018,699000,1144.0,3.0,1.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2337-W-31st-St-Los-Angeles-CA-90018/20590930_zpid/
1935 W 23rd St,LOS ANGELES,CA,90018,1000000,4662.0,4.0,4.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1935-W-23rd-St-Los-Angeles-CA-90018/20594818_zpid/
3427 6th Ave,LOS ANGELES,CA,90018,689888,1219.0,4.0,3.0,85.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/3427-6th-Ave-Los-Angeles-CA-90018/20585922_zpid/
2907 Arlington Ave,LOS ANGELES,CA,90018,1100000,2420.0,6.0,5.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2907-Arlington-Ave-Los-Angeles-CA-90018/20590993_zpid/
3051 12th Ave,LOS ANGELES,CA,90018,701000,1566.0,2.0,2.0,71.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/3051-12th-Ave-Los-Angeles-CA-90018/20590589_zpid/
1587 W 35th Pl,LOS ANGELES,CA,90018,1075000,4061.0,0.0,,12.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1587-W-35th-Pl-Los-Angeles-CA-90018/20583201_zpid/
3671 Cimarron St,LOS ANGELES,CA,90018,699000,1442.0,3.0,2.0,38.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/3671-Cimarron-St-Los-Angeles-CA-90018/20584533_zpid/
2204 W 26th Pl,Los Angeles,CA,90018,1150000,3992.0,7.0,5.0,16.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2204-W-26th-Pl-Los-Angeles-CA-90018/2091164462_zpid/
1902 W 37th Pl # 1904,Los Angeles,CA,90018,779500,2267.0,4.0,3.0,23.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1902-W-37th-Pl-1904-Los-Angeles-CA-90018/2086535627_zpid/
1906 Cimarron St,Los Angeles,CA,90018,2649000,10010.0,0.0,,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1906-Cimarron-St-Los-Angeles-CA-90018/135520705_zpid/
1902 W 37th Pl,LOS ANGELES,CA,90018,779500,2267.0,4.0,3.0,23.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1902-W-37th-Pl-Los-Angeles-CA-90018/20584342_zpid/
1436 W 36th Pl,LOS ANGELES,CA,90018,786500,2282.0,4.0,2.0,17.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/1436-W-36th-Pl-Los-Angeles-CA-90018/20583465_zpid/
3031 4th Ave,LOS ANGELES,CA,90018,789000,2067.0,5.0,4.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/3031-4th-Ave-Los-Angeles-CA-90018/20590770_zpid/
2936 S Harvard Blvd,LOS ANGELES,CA,90018,695650,1400.0,3.0,2.0,130.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2936-S-Harvard-Blvd-Los-Angeles-CA-90018/20591911_zpid/
2020 W 35th St,LOS ANGELES,CA,90018,950000,3192.0,4.0,2.0,11.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2020-W-35th-St-Los-Angeles-CA-90018/20584756_zpid/
1449 W 35th Pl,Los Angeles,CA,90018,1495000,6799.0,,,18.0,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/1449-W-35th-Pl-Los-Angeles-CA-90018/250333646_zpid/
2947 Halldale Ave,LOS ANGELES,CA,90018,849000,1880.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2947-Halldale-Ave-Los-Angeles-CA-90018/20592110_zpid/
1801 W 35th Pl,LOS ANGELES,CA,90018,574900,961.0,2.0,1.0,146.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1801-W-35th-Pl-Los-Angeles-CA-90018/20584718_zpid/
2510 S Bronson Ave,LOS ANGELES,CA,90018,750000,1824.0,4.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2510-S-Bronson-Ave-Los-Angeles-CA-90018/20594924_zpid/
3508 5th Ave,LOS ANGELES,CA,90018,720000,1576.0,3.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/3508-5th-Ave-Los-Angeles-CA-90018/20586091_zpid/
1788 W 24th St,LOS ANGELES,CA,90018,925000,2446.0,5.0,2.0,178.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/1788-W-24th-St-Los-Angeles-CA-90018/20594753_zpid/
3500 9th Ave,LOS ANGELES,CA,90018,749000,1749.0,4.0,3.0,159.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/3500-9th-Ave-Los-Angeles-CA-90018/20585651_zpid/
2357 W 21st St,LOS ANGELES,CA,90018,1099999,2448.0,5.0,2.0,170.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/2357-W-21st-St-Los-Angeles-CA-90018/20602934_zpid/
3430 4th Ave,LOS ANGELES,CA,90018,750000,1864.0,6.0,2.0,70.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/3430-4th-Ave-Los-Angeles-CA-90018/20583973_zpid/
3464 2nd Ave,LOS ANGELES,CA,90018,1180000,2400.0,7.0,3.0,67.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/3464-2nd-Ave-Los-Angeles-CA-90018/20584032_zpid/
4135 W 22nd Pl,LOS ANGELES,CA,90018,1250000,3628.0,0.0,,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/4135-W-22nd-Pl-Los-Angeles-CA-90018/20595269_zpid/
2120 3rd Ave,LOS ANGELES,CA,90018,698000,1292.0,2.0,1.0,310.0,Auction,http://www.zillow.com/homes/for_sale//homedetails/2120-3rd-Ave-Los-Angeles-CA-90018/20595577_zpid/
2008 W 28th St,LOS ANGELES,CA,90018,664000,2956.0,1.0,1.0,198.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2008-W-28th-St-Los-Angeles-CA-90018/20591605_zpid/
2637 S Manhattan Pl,Los Angeles,CA,90018,3299000,9168.0,29.0,18.0,67.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2637-S-Manhattan-Pl-Los-Angeles-CA-90018/2116126827_zpid/
3790 S Harvard Blvd,LOS ANGELES,CA,90018,750000,1600.0,4.0,2.0,91.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/3790-S-Harvard-Blvd-Los-Angeles-CA-90018/20581322_zpid/
2552 S Bronson Ave,LOS ANGELES,CA,90018,950000,2339.0,3.0,3.0,364.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/2552-S-Bronson-Ave-Los-Angeles-CA-90018/20594916_zpid/
